ID,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Vintage,Response
5876,Female,48,1,46,1,1-2 Year,No,30464,134,0
5877,Male,76,1,28,0,1-2 Year,Yes,33935,158,0
5878,Female,52,1,28,0,1-2 Year,No,52925,125,0
5879,Male,46,1,50,0,1-2 Year,Yes,2630,193,0
5880,Female,24,1,8,1,< 1 Year,No,39662,171,0
5881,Male,26,1,12,1,< 1 Year,No,32171,32,0
5882,Male,22,1,21,0,< 1 Year,No,29130,48,0
5883,Male,24,1,49,1,< 1 Year,No,26545,224,0
5884,Male,26,1,10,1,< 1 Year,No,42869,122,0
5885,Male,63,1,32,0,1-2 Year,Yes,2630,289,0
5886,Male,30,1,3,0,1-2 Year,Yes,2630,37,1
5887,Female,24,1,28,0,< 1 Year,No,2630,270,0
5888,Female,20,1,38,0,< 1 Year,Yes,27314,251,0
5889,Female,28,1,28,1,< 1 Year,No,42664,178,0
5890,Female,20,1,47,0,< 1 Year,Yes,39153,133,0
5891,Male,35,1,48,0,1-2 Year,Yes,2630,155,0
5892,Female,44,1,28,0,1-2 Year,Yes,50116,241,0
5893,Female,23,1,50,1,< 1 Year,No,35162,48,0
5894,Male,25,1,43,1,< 1 Year,No,30303,274,0
5895,Male,48,1,28,0,1-2 Year,Yes,61988,92,0
5896,Female,38,1,28,0,1-2 Year,Yes,45445,111,0
5897,Male,49,1,8,0,1-2 Year,Yes,25422,157,1
5898,Male,45,1,28,1,1-2 Year,No,2630,226,0
5899,Male,49,1,28,0,1-2 Year,Yes,40982,158,0
5900,Male,68,1,28,1,1-2 Year,No,37265,296,0
5901,Male,69,1,28,0,1-2 Year,Yes,60176,207,1
5902,Female,46,1,28,1,1-2 Year,No,34682,198,0
5903,Female,25,1,8,1,< 1 Year,No,60126,260,0
5904,Female,39,1,15,0,1-2 Year,Yes,25000,225,0
5905,Male,31,1,30,1,1-2 Year,No,18779,233,0
5906,Male,56,1,29,1,1-2 Year,No,27480,218,0
5907,Female,25,1,28,1,< 1 Year,No,57157,72,0
5908,Female,20,1,8,1,< 1 Year,No,37631,159,0
5909,Female,44,1,6,0,1-2 Year,Yes,35312,202,1
5910,Female,25,1,41,1,< 1 Year,No,45047,134,0
5911,Female,44,1,14,0,1-2 Year,Yes,35491,271,0
5912,Male,49,1,48,0,1-2 Year,No,2630,274,0
5913,Female,42,1,28,0,1-2 Year,Yes,36205,79,1
5914,Female,54,1,46,0,1-2 Year,Yes,29555,261,0
5915,Male,25,1,3,0,< 1 Year,Yes,20449,51,0
5916,Female,42,1,28,0,1-2 Year,Yes,33714,19,0
5917,Male,26,1,3,0,< 1 Year,Yes,28481,143,0
5918,Male,30,1,35,1,< 1 Year,No,42780,114,0
5919,Female,40,1,36,1,1-2 Year,No,35224,86,0
5920,Female,24,1,42,0,< 1 Year,Yes,40196,109,0
5921,Female,41,1,10,0,1-2 Year,Yes,22147,267,0
5922,Male,56,1,47,0,1-2 Year,Yes,37697,237,0
5923,Female,21,1,28,0,< 1 Year,Yes,38527,50,0
5924,Male,70,1,28,0,1-2 Year,Yes,45159,62,0
5925,Male,34,1,35,0,1-2 Year,Yes,45343,256,0
5926,Female,66,1,28,0,1-2 Year,Yes,36579,43,1
5927,Male,23,1,47,1,< 1 Year,No,34283,231,0
5928,Male,25,1,3,1,< 1 Year,No,48163,28,0
5929,Male,55,1,30,0,1-2 Year,Yes,31270,128,0
5930,Female,46,1,15,0,1-2 Year,Yes,2630,52,0
5931,Female,67,1,28,0,1-2 Year,Yes,48286,298,0
5932,Male,26,1,6,1,< 1 Year,No,24996,268,0
5933,Male,58,1,28,0,1-2 Year,Yes,47141,20,1
5934,Male,56,1,28,1,1-2 Year,No,44653,207,0
5935,Female,21,1,44,1,< 1 Year,No,26409,197,0
5936,Female,75,1,41,0,1-2 Year,Yes,40759,26,0
5937,Female,36,1,8,0,1-2 Year,Yes,33388,32,0
5938,Male,36,1,50,1,1-2 Year,No,24785,129,0
5939,Female,77,1,50,1,1-2 Year,No,52637,201,0
5940,Female,27,1,39,1,< 1 Year,No,43371,259,0
5941,Male,28,1,28,1,< 1 Year,No,34767,81,0
5942,Female,69,1,28,0,1-2 Year,Yes,64574,184,0
5943,Male,74,1,35,0,1-2 Year,Yes,2630,82,0
5944,Male,65,1,28,1,1-2 Year,No,71466,40,0
5945,Male,25,1,36,0,< 1 Year,Yes,39230,117,0
5946,Male,28,1,28,0,< 1 Year,No,2630,126,1
5947,Male,24,1,50,1,< 1 Year,No,28552,119,0
5948,Female,61,1,28,0,1-2 Year,Yes,36920,143,0
5949,Male,49,1,11,1,1-2 Year,No,2630,185,0
5950,Female,24,1,50,1,< 1 Year,No,28408,147,0
5951,Male,46,1,31,0,1-2 Year,Yes,2630,58,0
5952,Female,23,1,25,1,< 1 Year,No,23037,118,0
5953,Male,48,1,28,0,1-2 Year,Yes,51850,76,1
5954,Male,38,1,28,0,1-2 Year,Yes,35254,170,1
5955,Female,70,1,28,1,1-2 Year,No,27296,128,0
5956,Male,79,1,28,0,1-2 Year,Yes,34269,74,0
5957,Female,25,1,3,0,< 1 Year,No,2630,46,0
5958,Male,26,1,50,1,< 1 Year,No,43978,255,0
5959,Male,24,1,20,0,< 1 Year,No,2630,53,0
5960,Male,22,1,8,1,< 1 Year,No,44052,170,0
5961,Male,21,1,50,1,< 1 Year,No,34607,176,0
5962,Female,25,1,29,1,< 1 Year,No,33203,98,0
5963,Female,22,1,47,0,< 1 Year,Yes,41835,88,0
5964,Female,41,1,8,1,1-2 Year,No,59746,249,0
5965,Male,41,1,36,0,1-2 Year,Yes,32884,84,0
5966,Female,29,1,46,0,< 1 Year,No,24346,122,0
5967,Male,44,1,45,1,1-2 Year,No,35773,158,0
5968,Female,27,1,15,0,< 1 Year,Yes,41943,225,0
5969,Female,79,1,28,1,1-2 Year,No,50054,261,0
5970,Male,21,1,12,0,< 1 Year,No,2630,188,0
5971,Male,55,1,36,0,1-2 Year,No,37040,286,0
5972,Male,52,1,46,0,1-2 Year,Yes,29269,288,1
5973,Female,32,1,50,1,< 1 Year,No,42224,228,0
5974,Female,20,1,46,0,< 1 Year,Yes,22213,96,0
5975,Male,21,1,3,0,< 1 Year,No,24501,87,1
5976,Male,27,1,39,1,< 1 Year,No,23132,270,0
5977,Male,59,1,28,0,1-2 Year,Yes,40238,296,0
5978,Female,21,1,35,1,< 1 Year,Yes,27441,84,0
5979,Male,42,1,28,0,1-2 Year,Yes,28343,227,1
5980,Female,45,1,38,1,1-2 Year,No,2630,66,0
5981,Female,50,1,28,0,1-2 Year,Yes,34579,72,0
5982,Female,54,1,15,0,1-2 Year,Yes,35855,250,0
5983,Male,47,1,14,1,1-2 Year,No,2630,13,0
5984,Female,22,1,26,0,< 1 Year,No,24579,111,0
5985,Male,51,1,28,1,1-2 Year,Yes,34535,58,0
5986,Male,39,1,15,0,1-2 Year,Yes,24933,269,0
5987,Male,70,1,41,0,1-2 Year,Yes,29131,147,1
5988,Male,61,1,39,0,1-2 Year,Yes,2630,72,1
5989,Female,47,1,36,1,1-2 Year,No,16815,12,0
5990,Male,47,1,9,1,1-2 Year,No,33720,291,0
5991,Female,32,1,45,0,< 1 Year,No,33725,145,0
5992,Male,39,1,28,0,> 2 Years,Yes,49775,195,1
5993,Female,39,1,34,0,1-2 Year,Yes,2630,147,1
5994,Male,26,1,6,0,< 1 Year,Yes,26581,105,0
5995,Female,37,1,8,0,> 2 Years,Yes,2630,175,0
5996,Female,25,1,36,1,< 1 Year,No,36723,110,0
5997,Female,22,1,41,1,< 1 Year,No,29910,174,0
5998,Female,47,1,28,0,1-2 Year,Yes,37866,191,1
5999,Male,72,1,8,1,1-2 Year,No,60938,247,0
6000,Male,21,1,14,0,< 1 Year,Yes,32058,269,0
6001,Male,49,1,28,0,> 2 Years,Yes,34577,155,0
6002,Female,22,1,46,1,< 1 Year,No,26986,72,0
6003,Male,20,1,46,1,< 1 Year,No,28165,100,0
6004,Male,69,1,45,0,1-2 Year,Yes,42303,286,0
6005,Female,56,1,29,1,1-2 Year,No,22716,125,0
6006,Male,44,1,37,0,1-2 Year,Yes,35268,287,0
6007,Female,22,1,46,1,< 1 Year,No,29626,54,0
6008,Male,65,1,28,1,1-2 Year,No,32954,70,0
6009,Male,51,1,8,0,1-2 Year,Yes,40207,19,0
6010,Female,24,1,19,1,< 1 Year,No,2630,106,0
6011,Female,26,1,41,1,< 1 Year,No,31154,74,0
6012,Male,24,1,37,0,< 1 Year,No,23369,123,0
6013,Female,21,1,32,1,< 1 Year,Yes,33551,254,0
6014,Female,52,1,43,0,1-2 Year,Yes,24892,52,0
6015,Female,43,1,46,1,1-2 Year,No,38927,268,0
6016,Male,49,1,28,1,1-2 Year,No,44667,256,0
6017,Male,46,1,28,0,1-2 Year,Yes,75507,230,0
6018,Female,42,1,28,0,1-2 Year,Yes,57238,244,0
6019,Male,23,1,5,0,< 1 Year,Yes,25957,34,1
6020,Female,80,1,48,1,1-2 Year,No,2630,260,0
6021,Male,63,1,28,0,1-2 Year,Yes,28248,63,0
6022,Male,27,1,50,1,< 1 Year,No,27424,201,0
6023,Male,51,1,28,0,1-2 Year,Yes,33544,167,0
6024,Female,41,1,28,0,1-2 Year,Yes,46433,238,0
6025,Male,31,1,37,0,< 1 Year,Yes,30398,201,1
6026,Female,38,1,36,0,1-2 Year,Yes,22759,90,0
6027,Female,29,1,41,1,< 1 Year,No,33601,174,0
6028,Male,27,1,46,1,< 1 Year,No,36177,42,0
6029,Male,41,1,8,0,1-2 Year,Yes,2630,124,1
6030,Male,70,1,28,1,1-2 Year,No,40781,141,0
6031,Male,24,1,28,0,< 1 Year,Yes,46123,134,0
6032,Female,41,1,28,0,1-2 Year,Yes,33115,284,1
6033,Male,37,1,8,0,1-2 Year,Yes,24070,187,1
6034,Female,26,1,8,1,< 1 Year,No,33146,187,0
6035,Female,44,1,29,0,> 2 Years,Yes,2630,35,0
6036,Male,32,1,3,0,< 1 Year,Yes,26632,101,0
6037,Female,64,1,47,1,1-2 Year,No,28306,134,0
6038,Male,35,1,50,0,1-2 Year,Yes,34412,182,0
6039,Male,23,1,11,1,< 1 Year,No,32346,251,0
6040,Female,42,1,28,0,1-2 Year,Yes,39093,225,0
6041,Male,25,1,13,1,< 1 Year,No,27167,159,0
6042,Female,29,1,28,0,1-2 Year,Yes,2630,33,0
6043,Female,27,1,29,1,< 1 Year,No,27272,133,0
6044,Female,42,1,15,1,1-2 Year,No,42921,267,0
6045,Female,24,1,11,1,< 1 Year,No,29675,20,0
6046,Female,44,1,33,1,1-2 Year,No,2630,256,0
6047,Male,63,1,41,1,1-2 Year,No,46949,139,0
6048,Female,46,1,28,0,1-2 Year,Yes,50032,64,1
6049,Male,55,1,8,1,1-2 Year,No,37297,62,0
6050,Female,22,1,15,1,< 1 Year,No,32538,167,0
6051,Male,25,1,15,0,< 1 Year,Yes,25290,296,0
6052,Male,53,1,29,0,1-2 Year,Yes,2630,227,1
6053,Male,23,1,8,1,< 1 Year,No,2630,217,0
6054,Female,44,1,50,0,1-2 Year,Yes,33054,127,0
6055,Male,47,1,28,0,1-2 Year,Yes,29990,91,0
6056,Male,27,1,28,1,< 1 Year,No,66765,255,0
6057,Male,23,1,41,1,< 1 Year,No,27987,21,0
6058,Female,24,1,28,1,< 1 Year,No,44330,147,0
6059,Male,43,1,28,0,1-2 Year,Yes,27160,52,0
6060,Male,65,1,15,0,1-2 Year,Yes,37988,14,1
6061,Male,24,1,29,1,< 1 Year,No,39649,75,0
6062,Female,67,0,28,0,1-2 Year,Yes,73226,265,0
6063,Male,44,1,28,1,1-2 Year,No,37243,267,0
6064,Male,28,1,11,0,< 1 Year,Yes,2630,126,1
6065,Male,34,1,38,1,1-2 Year,No,27353,228,0
6066,Male,45,1,8,1,1-2 Year,No,2630,262,0
6067,Male,31,1,30,1,< 1 Year,No,23021,283,0
6068,Female,58,1,28,1,1-2 Year,No,2630,122,0
6069,Female,20,1,45,0,< 1 Year,Yes,2630,262,0
6070,Female,37,1,28,0,1-2 Year,Yes,35459,12,1
6071,Male,31,1,3,0,< 1 Year,Yes,32195,275,0
6072,Male,55,1,8,1,1-2 Year,No,48712,143,0
6073,Male,39,1,8,0,1-2 Year,Yes,2630,229,0
6074,Female,29,1,29,1,< 1 Year,No,39120,19,0
6075,Male,22,1,17,1,< 1 Year,No,30673,50,0
6076,Male,27,1,28,0,1-2 Year,Yes,2630,69,0
6077,Female,52,1,28,0,1-2 Year,No,39461,264,0
6078,Male,54,1,3,1,1-2 Year,No,33283,13,0
6079,Female,20,1,13,0,< 1 Year,Yes,24305,60,0
6080,Female,33,1,11,1,< 1 Year,No,35446,132,0
6081,Male,21,1,30,0,< 1 Year,Yes,26936,74,0
6082,Male,32,1,23,0,< 1 Year,Yes,33302,215,0
6083,Male,43,1,46,0,1-2 Year,Yes,36804,46,0
6084,Female,23,1,32,0,< 1 Year,Yes,42663,108,1
6085,Male,38,1,18,1,1-2 Year,No,17803,91,0
6086,Male,29,1,33,1,< 1 Year,No,27968,276,0
6087,Female,23,1,29,1,< 1 Year,No,30066,227,0
6088,Male,25,1,28,1,< 1 Year,No,34051,140,0
6089,Male,60,1,28,0,1-2 Year,Yes,23432,28,1
6090,Female,22,1,8,1,< 1 Year,No,38817,40,0
6091,Female,37,1,8,1,1-2 Year,No,29071,268,0
6092,Male,47,1,28,0,1-2 Year,Yes,61784,142,0
6093,Male,39,1,33,0,1-2 Year,No,2630,72,0
6094,Male,24,1,26,1,< 1 Year,No,42264,102,0
6095,Male,34,1,39,0,1-2 Year,Yes,2630,295,0
6096,Female,23,1,18,1,< 1 Year,No,19874,169,0
6097,Female,49,1,46,0,1-2 Year,Yes,21464,123,0
6098,Male,21,1,20,0,< 1 Year,Yes,2630,122,0
6099,Female,40,1,31,1,< 1 Year,No,2630,156,0
6100,Male,29,1,30,1,< 1 Year,No,30711,266,0
6101,Male,31,1,42,0,1-2 Year,Yes,2630,207,0
6102,Female,24,1,8,0,< 1 Year,No,2630,213,0
6103,Male,41,1,28,0,1-2 Year,Yes,35416,290,1
6104,Male,22,1,47,0,< 1 Year,Yes,29716,268,0
6105,Female,26,1,18,1,< 1 Year,No,2630,125,0
6106,Female,40,1,28,0,1-2 Year,Yes,44234,153,1
6107,Female,20,1,26,0,< 1 Year,Yes,34989,172,0
6108,Female,23,1,46,1,< 1 Year,No,23475,298,0
6109,Male,28,1,30,1,< 1 Year,No,21902,93,0
6110,Female,24,1,35,1,< 1 Year,No,2630,128,0
6111,Female,30,1,46,0,1-2 Year,Yes,2630,223,1
6112,Female,25,1,11,1,< 1 Year,No,33884,261,0
6113,Female,58,1,28,0,1-2 Year,Yes,29090,95,1
6114,Male,54,1,28,0,1-2 Year,Yes,2630,36,0
6115,Male,21,1,41,0,< 1 Year,Yes,33403,81,0
6116,Female,27,1,36,1,< 1 Year,No,39837,239,0
6117,Male,26,1,28,0,< 1 Year,Yes,44035,240,0
6118,Male,21,1,3,0,< 1 Year,Yes,27501,134,0
6119,Female,23,1,18,0,< 1 Year,Yes,39938,79,0
6120,Female,28,1,30,1,< 1 Year,No,23500,233,0
6121,Male,52,0,25,0,1-2 Year,Yes,21716,141,0
6122,Female,27,1,18,0,< 1 Year,No,2630,234,0
6123,Female,40,1,28,1,1-2 Year,No,39142,42,0
6124,Female,25,1,29,1,< 1 Year,No,45035,258,0
6125,Male,60,1,25,0,1-2 Year,Yes,26416,51,0
6126,Male,24,1,30,1,< 1 Year,No,33115,175,0
6127,Female,25,1,3,0,1-2 Year,Yes,30125,222,0
6128,Female,49,1,7,1,1-2 Year,Yes,2630,273,0
6129,Female,48,1,8,0,1-2 Year,Yes,48470,201,0
6130,Male,49,1,8,0,1-2 Year,Yes,26266,193,0
6131,Female,57,1,50,0,1-2 Year,Yes,36441,183,0
6132,Male,23,1,35,1,1-2 Year,No,26748,223,0
6133,Male,24,1,45,1,< 1 Year,No,22809,244,0
6134,Male,21,1,50,1,< 1 Year,No,69117,23,0
6135,Male,32,1,29,1,< 1 Year,No,77406,219,0
6136,Female,26,1,28,0,< 1 Year,Yes,49605,202,0
6137,Male,66,1,28,0,> 2 Years,Yes,24985,12,0
6138,Female,35,1,28,0,1-2 Year,Yes,51509,214,0
6139,Male,62,1,24,0,> 2 Years,Yes,19718,241,1
6140,Female,21,1,30,1,< 1 Year,No,27075,165,0
6141,Male,29,1,8,1,< 1 Year,Yes,54449,164,0
6142,Female,27,1,32,1,< 1 Year,No,35319,83,0
6143,Female,23,1,10,0,< 1 Year,Yes,21420,112,1
6144,Male,23,1,30,1,< 1 Year,No,2630,218,0
6145,Female,43,1,28,1,1-2 Year,No,44379,206,0
6146,Male,55,1,38,0,1-2 Year,Yes,35789,140,0
6147,Male,76,1,33,1,1-2 Year,No,29653,109,0
6148,Male,61,1,28,0,1-2 Year,Yes,42067,173,0
6149,Female,26,1,36,1,< 1 Year,No,2630,122,0
6150,Female,41,1,3,0,1-2 Year,No,2630,170,0
6151,Female,45,1,28,0,1-2 Year,Yes,28218,68,0
6152,Female,36,1,15,0,1-2 Year,Yes,33129,262,0
6153,Male,50,1,48,0,> 2 Years,Yes,2630,22,0
6154,Male,33,1,28,0,1-2 Year,Yes,28987,273,0
6155,Female,38,1,28,1,1-2 Year,No,38786,10,0
6156,Male,41,1,28,0,1-2 Year,Yes,33044,287,0
6157,Female,22,1,11,0,< 1 Year,Yes,22294,249,0
6158,Female,43,1,28,0,1-2 Year,Yes,44717,71,1
6159,Male,64,1,28,0,> 2 Years,Yes,29675,131,0
6160,Female,23,1,8,1,1-2 Year,Yes,2630,111,0
6161,Male,57,1,28,0,1-2 Year,Yes,44758,143,0
6162,Female,33,1,36,0,< 1 Year,Yes,2630,281,1
6163,Female,48,1,28,1,1-2 Year,Yes,69509,191,0
6164,Male,50,1,28,0,1-2 Year,Yes,44421,197,0
6165,Male,37,1,43,1,1-2 Year,No,2630,141,0
6166,Female,24,1,41,1,< 1 Year,No,27133,201,0
6167,Male,24,1,33,0,1-2 Year,Yes,27344,274,1
6168,Female,56,1,28,0,1-2 Year,Yes,63562,65,0
6169,Female,29,1,28,0,< 1 Year,Yes,46225,253,0
6170,Male,46,1,3,0,1-2 Year,Yes,23989,229,0
6171,Male,68,1,39,1,1-2 Year,No,33236,32,0
6172,Female,24,1,41,1,< 1 Year,No,36139,175,0
6173,Male,52,1,28,1,1-2 Year,No,61292,295,0
6174,Male,32,1,15,1,< 1 Year,No,2630,192,0
6175,Female,32,1,14,0,< 1 Year,Yes,43304,143,0
6176,Male,47,1,8,1,1-2 Year,No,2630,186,0
6177,Female,72,1,28,0,1-2 Year,Yes,30449,106,0
6178,Male,54,1,9,0,1-2 Year,Yes,38955,184,0
6179,Male,25,1,33,1,< 1 Year,No,2630,168,0
6180,Female,49,1,28,0,1-2 Year,Yes,24778,40,0
6181,Female,39,1,15,0,1-2 Year,Yes,28198,176,0
6182,Female,45,1,19,0,> 2 Years,Yes,44364,234,0
6183,Female,74,1,28,1,1-2 Year,No,44198,107,0
6184,Female,23,1,30,1,< 1 Year,No,27434,17,0
6185,Male,38,1,28,0,> 2 Years,Yes,47503,90,1
6186,Male,24,1,37,0,< 1 Year,Yes,31925,157,0
6187,Male,30,1,28,1,< 1 Year,No,41937,174,0
6188,Male,28,1,50,1,< 1 Year,No,26398,25,0
6189,Female,42,1,11,0,1-2 Year,Yes,38531,217,1
6190,Male,34,1,46,1,1-2 Year,No,46051,140,0
6191,Male,22,1,13,1,< 1 Year,No,33568,196,0
6192,Female,24,1,32,1,< 1 Year,No,22364,251,0
6193,Female,60,1,28,0,1-2 Year,No,2630,25,0
6194,Male,68,1,28,0,1-2 Year,Yes,27861,136,0
6195,Male,56,1,28,1,1-2 Year,No,2630,123,0
6196,Male,38,1,20,0,1-2 Year,Yes,2630,11,1
6197,Male,28,1,28,1,< 1 Year,No,31864,134,0
6198,Female,44,1,24,1,1-2 Year,No,2630,28,0
6199,Male,30,1,35,0,1-2 Year,Yes,24063,253,1
6200,Female,22,1,15,1,< 1 Year,No,25165,86,0
6201,Male,60,1,28,0,1-2 Year,Yes,49933,178,1
6202,Male,21,1,22,0,< 1 Year,Yes,2630,219,0
6203,Male,55,1,28,0,1-2 Year,Yes,2630,144,0
6204,Male,64,1,28,0,1-2 Year,Yes,42933,51,0
6205,Female,45,1,45,0,1-2 Year,Yes,37283,118,0
6206,Male,69,1,28,1,1-2 Year,No,31760,222,0
6207,Male,26,1,18,0,< 1 Year,Yes,37385,120,0
6208,Male,24,1,8,1,< 1 Year,No,46390,68,0
6209,Male,23,1,34,0,< 1 Year,No,27735,56,0
6210,Female,34,1,21,1,1-2 Year,No,26996,117,0
6211,Male,44,1,28,0,1-2 Year,Yes,39684,190,1
6212,Male,25,1,21,1,< 1 Year,No,33835,220,0
6213,Female,67,1,18,1,1-2 Year,No,28872,33,0
6214,Male,40,1,28,0,1-2 Year,Yes,36031,223,0
6215,Male,51,1,28,0,1-2 Year,Yes,26189,45,0
6216,Female,24,1,21,1,< 1 Year,No,29474,185,0
6217,Male,28,1,30,1,< 1 Year,No,33135,18,0
6218,Female,42,1,28,0,1-2 Year,Yes,57197,113,0
6219,Female,30,1,15,1,< 1 Year,No,2630,109,0
6220,Female,64,1,47,1,1-2 Year,No,34095,18,0
6221,Male,44,1,45,0,1-2 Year,Yes,41760,106,1
6222,Female,70,1,50,1,1-2 Year,No,35215,246,0
6223,Male,25,1,36,0,< 1 Year,Yes,35853,181,1
6224,Male,24,1,47,0,< 1 Year,Yes,48115,261,0
6225,Male,41,1,47,1,1-2 Year,No,26104,147,0
6226,Female,27,1,30,1,< 1 Year,No,25401,248,0
6227,Male,39,1,8,0,1-2 Year,No,2630,204,0
6228,Female,40,1,8,0,1-2 Year,Yes,2630,44,0
6229,Male,76,1,28,1,1-2 Year,No,29620,69,0
6230,Female,64,1,28,0,1-2 Year,Yes,53483,29,0
6231,Female,24,1,28,1,< 1 Year,No,34239,180,0
6232,Male,21,1,8,0,< 1 Year,Yes,39055,203,0
6233,Male,33,1,28,0,1-2 Year,Yes,40446,171,1
6234,Male,80,1,28,1,1-2 Year,No,33810,161,0
6235,Female,72,1,20,1,1-2 Year,No,2630,198,0
6236,Male,42,1,48,0,1-2 Year,Yes,2630,81,0
6237,Male,24,1,30,1,< 1 Year,No,30301,104,0
6238,Female,22,1,46,1,< 1 Year,No,22255,129,0
6239,Female,23,1,16,1,< 1 Year,No,34163,183,0
6240,Female,23,1,27,0,< 1 Year,Yes,29794,128,0
6241,Female,52,1,8,0,1-2 Year,Yes,39876,135,0
6242,Male,22,1,10,0,< 1 Year,Yes,30553,24,0
6243,Male,40,1,37,1,1-2 Year,Yes,2630,103,0
6244,Female,49,1,28,1,1-2 Year,No,46719,94,0
6245,Female,20,1,2,0,< 1 Year,Yes,31207,107,0
6246,Male,53,1,28,1,1-2 Year,No,31330,262,0
6247,Female,25,1,12,1,< 1 Year,No,23816,128,0
6248,Female,52,1,8,0,1-2 Year,No,32575,128,0
6249,Female,24,1,43,1,< 1 Year,No,22764,125,0
6250,Male,58,1,28,0,1-2 Year,Yes,54483,54,1
6251,Female,34,1,46,0,1-2 Year,Yes,2630,158,0
6252,Female,24,1,32,0,< 1 Year,Yes,2630,178,0
6253,Male,24,1,6,0,< 1 Year,Yes,30225,69,1
6254,Female,71,1,28,0,1-2 Year,No,58270,190,0
6255,Female,39,1,9,1,1-2 Year,No,2630,202,0
6256,Female,28,1,3,0,< 1 Year,Yes,2630,292,1
6257,Male,73,1,28,1,1-2 Year,No,35018,22,0
6258,Male,36,1,20,0,1-2 Year,Yes,2630,296,0
6259,Male,72,1,36,0,1-2 Year,Yes,29193,273,0
6260,Female,50,1,14,0,1-2 Year,Yes,35460,197,0
6261,Female,32,1,9,0,< 1 Year,Yes,31995,45,0
6262,Female,55,1,28,0,1-2 Year,Yes,35404,272,0
6263,Male,42,1,47,0,1-2 Year,Yes,31752,278,0
6264,Male,24,1,28,1,< 1 Year,No,58043,237,0
6265,Male,61,1,36,0,1-2 Year,Yes,2630,202,0
6266,Female,20,1,8,0,< 1 Year,Yes,34594,10,0
6267,Male,47,1,31,0,1-2 Year,Yes,2630,148,0
6268,Male,36,1,3,0,1-2 Year,Yes,2630,127,1
6269,Male,49,1,8,0,1-2 Year,Yes,44033,275,0
6270,Female,20,1,8,0,1-2 Year,Yes,2630,278,0
6271,Male,52,1,28,0,1-2 Year,Yes,37912,159,0
6272,Male,54,1,28,0,1-2 Year,No,45240,260,0
6273,Male,51,1,35,1,1-2 Year,No,2630,198,0
6274,Male,51,1,41,0,1-2 Year,Yes,28020,154,0
6275,Female,34,1,28,0,1-2 Year,Yes,53124,66,0
6276,Male,41,1,28,1,1-2 Year,No,2630,190,0
6277,Female,26,1,7,1,< 1 Year,No,2630,100,0
6278,Male,46,1,15,0,1-2 Year,Yes,23007,57,0
6279,Female,24,1,7,0,< 1 Year,No,28349,31,0
6280,Female,25,1,6,1,< 1 Year,No,30108,219,0
6281,Male,40,1,41,1,1-2 Year,No,31482,281,0
6282,Male,57,1,39,0,1-2 Year,Yes,43010,232,0
6283,Male,31,1,35,0,1-2 Year,No,2630,21,0
6284,Male,24,1,35,0,< 1 Year,Yes,2630,215,0
6285,Male,53,1,8,1,1-2 Year,No,41051,179,0
6286,Male,27,1,28,1,< 1 Year,No,35407,146,0
6287,Male,46,1,29,0,1-2 Year,Yes,32935,187,0
6288,Male,45,1,30,0,1-2 Year,Yes,2630,48,0
6289,Male,41,1,45,0,1-2 Year,Yes,2630,279,1
6290,Male,55,1,28,0,1-2 Year,Yes,31519,142,0
6291,Female,24,1,47,0,< 1 Year,Yes,35536,263,0
6292,Female,30,1,28,1,< 1 Year,No,39431,265,0
6293,Male,42,1,28,1,1-2 Year,No,2630,224,0
6294,Male,47,1,28,0,< 1 Year,Yes,36386,73,0
6295,Male,48,1,28,0,1-2 Year,Yes,29119,73,0
6296,Male,55,1,8,0,1-2 Year,No,53686,113,0
6297,Male,42,1,13,0,1-2 Year,Yes,25314,292,0
6298,Male,28,1,28,0,1-2 Year,Yes,36060,247,0
6299,Male,65,1,28,1,1-2 Year,No,55717,141,0
6300,Male,55,1,46,0,1-2 Year,Yes,34796,146,0
6301,Male,50,1,30,0,1-2 Year,Yes,28775,179,0
6302,Female,43,1,28,0,1-2 Year,Yes,44754,228,0
6303,Male,29,1,32,0,1-2 Year,Yes,37526,167,1
6304,Female,60,1,8,1,1-2 Year,No,57260,67,0
6305,Male,49,1,28,0,1-2 Year,Yes,33651,269,1
6306,Male,30,1,45,1,< 1 Year,No,27873,182,0
6307,Female,28,1,28,0,< 1 Year,No,2630,82,0
6308,Female,21,1,28,1,< 1 Year,No,53905,176,0
6309,Male,49,1,45,0,1-2 Year,Yes,23995,289,0
6310,Female,47,1,0,1,1-2 Year,No,2630,88,0
6311,Male,22,1,29,0,< 1 Year,Yes,32332,255,0
6312,Female,38,1,16,1,1-2 Year,No,33342,291,0
6313,Male,49,1,28,0,1-2 Year,Yes,33503,82,0
6314,Female,36,1,35,0,1-2 Year,Yes,2630,79,0
6315,Female,24,1,27,0,< 1 Year,Yes,27627,139,0
6316,Male,23,1,15,0,< 1 Year,Yes,38330,181,0
6317,Male,20,1,27,1,< 1 Year,No,2630,69,0
6318,Male,55,1,28,0,1-2 Year,Yes,37863,199,0
6319,Male,35,1,28,1,1-2 Year,No,29808,273,0
6320,Female,38,1,28,0,1-2 Year,Yes,35508,227,1
6321,Male,22,1,29,1,< 1 Year,No,38993,259,0
6322,Male,23,1,47,0,< 1 Year,No,36747,273,0
6323,Male,41,1,49,0,1-2 Year,Yes,43795,188,0
